,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,c_Cloud_3vs9,c_Humidity_3vs9,Location_Humidity3pm,c_Location_Humidity3pm,c_Location_RainToday_Yes,PROB
4906,6.7,14.1,0.0,0.0,0.0,WNW,52.0,N,NW,20.0,24.0,80.0,76.0,1017.7,1014.1,0.0,0.0,10.6,12.7,No,0.0,0.95,63.81521739130435,1.19,0.413,0.4396551724137931
4907,6.2,15.0,4.8,0.0,0.0,WNW,54.0,NNW,WNW,9.0,22.0,93.0,66.0,1020.8,1020.0,0.0,0.0,9.0,14.4,Yes,0.0,0.71,63.81521739130435,1.03,0.413,0.6853146853146853
4914,4.9,13.5,5.8,0.0,0.0,W,43.0,W,W,13.0,19.0,90.0,65.0,1012.3,1012.0,0.0,0.0,6.9,12.4,Yes,0.0,0.72,63.81521739130435,1.02,0.413,0.6138613861386139
4915,6.9,12.5,10.6,0.0,0.0,NNW,30.0,NNW,NNW,11.0,9.0,97.0,93.0,1014.8,1012.7,0.0,0.0,9.9,11.0,Yes,0.0,0.96,63.81521739130435,1.46,0.413,0.8609271523178808
4916,7.9,13.7,8.0,0.0,0.0,SE,26.0,N,SE,2.0,15.0,97.0,81.0,1013.8,1013.0,0.0,0.0,8.7,12.6,Yes,0.0,0.84,63.81521739130435,1.27,0.413,0.640074211502783
4918,-0.5,12.7,0.2,0.0,0.0,SSW,26.0,0,S,0.0,15.0,97.0,64.0,1018.1,1015.5,0.0,0.0,3.6,11.1,No,0.0,0.66,63.81521739130435,1.0,0.413,0.2891566265060241
4919,2.2,12.9,5.6,0.0,0.0,SSW,33.0,0,SW,0.0,17.0,98.0,85.0,1018.2,1018.7,0.0,0.0,6.8,9.7,Yes,0.0,0.87,63.81521739130435,1.33,0.413,0.6310679611650486
4920,2.1,13.6,1.0,0.0,0.0,W,31.0,NW,W,9.0,17.0,97.0,65.0,1023.2,1020.8,0.0,0.0,7.6,12.2,No,0.0,0.67,63.81521739130435,1.02,0.413,0.2891566265060241
4924,10.9,13.9,3.8,0.0,0.0,N,41.0,NNE,N,17.0,13.0,91.0,88.0,1015.1,1010.9,0.0,0.0,11.7,13.3,Yes,0.0,0.97,63.81521739130435,1.38,0.413,0.8609271523178808
4925,11.3,16.8,2.4,0.0,0.0,WNW,33.0,NW,W,15.0,13.0,85.0,74.0,1013.7,1014.0,0.0,0.0,12.9,15.1,Yes,0.0,0.87,63.81521739130435,1.16,0.413,0.640074211502783
4926,9.3,16.0,0.4,0.0,0.0,SSW,22.0,NE,S,4.0,13.0,97.0,85.0,1018.4,1015.5,0.0,0.0,11.5,13.1,No,0.0,0.88,63.81521739130435,1.33,0.413,0.5209580838323353
4928,5.6,14.8,0.2,0.0,0.0,WSW,44.0,NNW,WNW,9.0,17.0,95.0,83.0,1009.4,1009.5,0.0,0.0,9.2,11.8,No,0.0,0.87,63.81521739130435,1.3,0.413,0.5
4933,13.0,17.9,0.0,0.0,0.0,N,50.0,N,NNW,20.0,9.0,67.0,91.0,1015.5,1012.2,0.0,0.0,15.9,14.8,No,0.0,1.36,63.81521739130435,1.43,0.413,0.9321739130434783
4934,11.5,14.6,50.6,0.0,0.0,SW,39.0,W,WSW,4.0,17.0,97.0,90.0,1008.9,1010.8,0.0,0.0,12.2,12.9,Yes,0.0,0.93,63.81521739130435,1.41,0.413,0.8609271523178808
4935,6.1,14.4,2.4,0.0,0.0,WNW,31.0,WNW,WNW,6.0,13.0,97.0,66.0,1019.2,1018.0,0.0,0.0,10.2,13.0,Yes,0.0,0.68,63.81521739130435,1.03,0.413,0.3484848484848485
4936,9.6,15.4,1.0,0.0,0.0,NW,37.0,NNW,WNW,17.0,17.0,95.0,74.0,1018.8,1016.6,0.0,0.0,11.0,14.2,No,0.0,0.78,63.81521739130435,1.16,0.413,0.23243243243243245
4938,7.5,12.5,0.6,0.0,0.0,ESE,44.0,ESE,E,15.0,15.0,87.0,82.0,1019.3,1013.2,0.0,0.0,9.3,11.7,No,0.0,0.94,63.81521739130435,1.28,0.413,0.7218543046357616
4939,9.1,11.9,9.2,0.0,0.0,ESE,26.0,NNW,WNW,11.0,13.0,95.0,87.0,1004.0,1001.1,0.0,0.0,9.2,10.8,Yes,0.0,0.92,63.81521739130435,1.36,0.413,0.8609271523178808
4940,7.3,13.3,2.6,0.0,0.0,SSW,39.0,SW,SSW,13.0,19.0,81.0,87.0,1011.2,1012.5,0.0,0.0,10.7,10.4,Yes,0.0,1.07,63.81521739130435,1.36,0.413,0.8900523560209425
4941,6.0,15.0,0.2,0.0,0.0,NW,39.0,NNW,NNW,17.0,19.0,90.0,74.0,1016.5,1015.0,0.0,0.0,9.4,14.3,No,0.0,0.82,63.81521739130435,1.16,0.413,0.23243243243243245
4943,6.9,12.8,3.2,0.0,0.0,S,39.0,SW,SSW,20.0,20.0,74.0,66.0,1014.5,1013.3,0.0,0.0,9.3,11.5,Yes,0.0,0.89,63.81521739130435,1.03,0.413,0.3869047619047619
4944,6.7,14.0,0.2,0.0,0.0,NW,33.0,NNW,NNW,9.0,17.0,80.0,62.0,1013.9,1010.3,0.0,0.0,10.6,13.2,No,0.0,0.78,63.81521739130435,0.97,0.413,0.35514018691588783
4945,8.8,18.7,0.2,0.0,0.0,NNE,30.0,N,NNE,15.0,13.0,67.0,57.0,1010.6,1008.6,0.0,0.0,13.0,17.7,No,0.0,0.85,63.81521739130435,0.89,0.413,0.35514018691588783
4946,9.8,11.5,4.2,0.0,0.0,SSW,43.0,S,S,19.0,19.0,95.0,79.0,1013.0,1014.3,0.0,0.0,10.6,10.9,Yes,0.0,0.83,63.81521739130435,1.24,0.413,0.640074211502783
4948,0.0,15.9,0.2,0.0,0.0,ENE,24.0,E,NE,6.0,9.0,88.0,59.0,1016.8,1011.0,0.0,0.0,9.0,15.8,No,0.0,0.67,63.81521739130435,0.92,0.413,0.35514018691588783
4949,7.2,15.0,0.0,0.0,0.0,NNW,54.0,N,N,17.0,13.0,70.0,91.0,1005.2,1003.0,0.0,0.0,12.3,13.5,No,0.0,1.3,63.81521739130435,1.43,0.413,0.9321739130434783
4951,4.9,15.9,0.8,0.0,0.0,WNW,52.0,N,NNW,13.0,13.0,83.0,89.0,1011.4,1008.7,0.0,0.0,10.8,8.1,No,0.0,1.07,63.81521739130435,1.39,0.413,0.9321739130434783
4954,7.3,14.1,11.0,0.0,0.0,N,48.0,N,ENE,20.0,15.0,79.0,62.0,986.2,985.2,0.0,0.0,9.7,12.7,Yes,0.0,0.78,63.81521739130435,0.97,0.413,0.5294117647058824
4955,5.4,16.8,1.4,0.0,0.0,WSW,35.0,NNW,SW,9.0,13.0,83.0,67.0,993.5,995.6,0.0,0.0,11.2,15.1,Yes,0.0,0.81,63.81521739130435,1.05,0.413,0.45652173913043476
4956,10.2,14.9,6.0,0.0,0.0,W,39.0,WNW,NW,15.0,20.0,89.0,65.0,1005.2,1004.6,0.0,0.0,10.6,13.9,Yes,0.0,0.73,63.81521739130435,1.02,0.413,0.6138613861386139
4958,7.4,14.0,8.2,0.0,0.0,WNW,59.0,NNW,WNW,20.0,28.0,89.0,79.0,993.0,994.8,0.0,0.0,9.3,12.4,Yes,0.0,0.89,63.81521739130435,1.24,0.413,0.8387096774193549
4959,9.0,14.3,5.6,0.0,0.0,WSW,67.0,WNW,WSW,26.0,26.0,82.0,75.0,998.2,1003.8,0.0,0.0,11.8,10.9,Yes,0.0,0.91,63.81521739130435,1.18,0.413,0.8387096774193549
4960,6.6,16.1,3.6,0.0,0.0,WNW,56.0,NNW,WNW,20.0,33.0,85.0,70.0,1012.3,1013.2,0.0,0.0,11.2,15.8,Yes,0.0,0.82,63.81521739130435,1.1,0.413,0.6853146853146853
4962,13.3,18.0,0.0,0.0,0.0,NNW,44.0,NW,SW,13.0,17.0,84.0,74.0,1012.9,1014.8,0.0,0.0,15.0,15.4,No,0.0,0.88,63.81521739130435,1.16,0.413,0.4396551724137931
4964,8.5,21.0,0.4,0.0,0.0,NNE,70.0,NNE,NW,30.0,28.0,60.0,83.0,1003.4,1000.3,0.0,0.0,15.2,17.4,No,0.0,1.38,63.81521739130435,1.3,0.413,0.6176470588235294
4965,7.7,14.1,4.8,0.0,0.0,WNW,59.0,WNW,W,17.0,26.0,80.0,59.0,1009.0,1010.3,0.0,0.0,10.0,12.6,Yes,0.0,0.74,63.81521739130435,0.92,0.413,0.5294117647058824
4966,5.4,13.9,7.0,0.0,0.0,WSW,43.0,W,WSW,11.0,20.0,82.0,81.0,1018.4,1019.4,0.0,0.0,8.9,11.3,Yes,0.0,0.99,63.81521739130435,1.27,0.413,0.3674698795180723
4967,7.8,15.6,2.0,0.0,0.0,SSW,43.0,WNW,SSW,9.0,24.0,97.0,68.0,1018.8,1020.5,0.0,0.0,11.0,13.6,Yes,0.0,0.7,63.81521739130435,1.07,0.413,0.6138613861386139
4971,14.4,14.5,0.8,0.0,0.0,NW,41.0,NNW,W,17.0,9.0,84.0,93.0,999.7,1001.8,0.0,0.0,14.4,11.2,No,0.0,1.11,63.81521739130435,1.46,0.413,0.8900523560209425
4972,5.8,13.9,7.2,0.0,0.0,NNW,52.0,NW,NNW,15.0,24.0,82.0,82.0,1008.7,1007.9,0.0,0.0,10.2,12.7,Yes,0.0,1.0,63.81521739130435,1.28,0.413,0.640074211502783
4973,5.9,13.7,6.2,0.0,0.0,WNW,56.0,W,WSW,19.0,20.0,92.0,74.0,1009.8,1011.6,0.0,0.0,7.5,9.3,Yes,0.0,0.8,63.81521739130435,1.16,0.413,0.640074211502783
4976,10.3,14.1,6.6,0.0,0.0,NW,52.0,WSW,SW,9.0,26.0,91.0,65.0,1012.3,1014.2,0.0,0.0,10.5,12.3,Yes,0.0,0.71,63.81521739130435,1.02,0.413,0.6853146853146853
4977,4.9,13.2,1.8,0.0,0.0,S,54.0,SSW,SSW,17.0,26.0,64.0,51.0,1023.5,1025.8,0.0,0.0,9.9,12.6,Yes,0.0,0.8,63.81521739130435,0.8,0.413,0.5294117647058824
4981,10.6,16.9,1.6,0.0,0.0,SW,33.0,SW,SW,15.0,17.0,97.0,58.0,1012.5,1014.7,0.0,0.0,11.0,14.8,Yes,0.0,0.6,63.81521739130435,0.91,0.413,0.22748815165876776
4984,5.1,24.5,0.0,0.0,0.0,NNE,37.0,ENE,NNE,7.0,15.0,75.0,40.0,1016.8,1010.8,0.0,0.0,12.1,23.4,No,0.0,0.53,63.81521739130435,0.63,0.413,0.35514018691588783
4986,4.1,15.8,3.8,0.0,0.0,NW,50.0,WNW,WNW,17.0,22.0,79.0,65.0,1012.9,1013.3,0.0,0.0,10.4,13.4,Yes,0.0,0.82,63.81521739130435,1.02,0.413,0.6853146853146853
4988,8.1,14.9,0.8,0.0,0.0,NW,33.0,WNW,WNW,13.0,20.0,77.0,65.0,1016.9,1017.1,0.0,0.0,11.6,14.7,No,0.0,0.84,63.81521739130435,1.02,0.413,0.2891566265060241
4991,7.8,16.5,3.0,0.0,0.0,WSW,50.0,WSW,WSW,20.0,20.0,68.0,54.0,1014.9,1015.0,0.0,0.0,11.7,15.2,Yes,0.0,0.79,63.81521739130435,0.85,0.413,0.3741496598639456
4992,11.5,18.9,0.0,0.0,0.0,NW,41.0,WNW,NW,13.0,17.0,75.0,63.0,1013.5,1010.7,0.0,0.0,13.3,18.4,No,0.0,0.84,63.81521739130435,0.99,0.413,0.35514018691588783
4993,9.6,15.8,0.0,0.0,0.0,WSW,35.0,NNW,WSW,2.0,19.0,88.0,78.0,1001.0,1004.7,0.0,0.0,13.4,14.1,No,0.0,0.89,63.81521739130435,1.22,0.413,0.437125748502994
4997,4.8,24.1,0.0,0.0,0.0,SE,41.0,ENE,ESE,15.0,20.0,70.0,52.0,1011.8,1005.0,0.0,0.0,14.0,23.3,No,0.0,0.74,63.81521739130435,0.81,0.413,0.35514018691588783
4998,12.0,18.9,1.4,0.0,0.0,NW,61.0,N,NNW,11.0,30.0,94.0,96.0,996.0,994.6,0.0,0.0,14.5,13.0,Yes,0.0,1.02,63.81521739130435,1.5,0.413,0.9321739130434783
4999,10.6,13.4,23.0,0.0,0.0,SW,65.0,SW,SW,31.0,30.0,95.0,87.0,995.1,1001.7,0.0,0.0,11.9,13.1,Yes,0.0,0.92,63.81521739130435,1.36,0.413,0.8609271523178808
5000,10.1,15.8,7.6,0.0,0.0,SSW,37.0,S,SW,11.0,19.0,82.0,71.0,1014.9,1017.3,0.0,0.0,13.2,14.5,Yes,0.0,0.87,63.81521739130435,1.11,0.413,0.3869047619047619
5011,8.6,16.6,0.2,0.0,0.0,SSW,35.0,SW,SW,20.0,24.0,65.0,63.0,1021.0,1022.3,0.0,0.0,12.9,15.2,No,0.0,0.97,63.81521739130435,0.99,0.413,0.2891566265060241
5012,10.0,17.0,0.2,0.0,0.0,WSW,33.0,SW,SW,19.0,19.0,74.0,65.0,1023.6,1022.9,0.0,0.0,12.8,15.1,No,0.0,0.88,63.81521739130435,1.02,0.413,0.2891566265060241
5016,12.6,19.6,0.0,0.0,0.0,S,33.0,S,S,15.0,15.0,72.0,60.0,1011.8,1010.7,0.0,0.0,14.6,18.6,No,0.0,0.83,63.81521739130435,0.94,0.413,0.35514018691588783
5017,4.7,23.4,0.0,0.0,0.0,SSW,35.0,ESE,NW,4.0,11.0,94.0,41.0,1009.8,1006.9,0.0,0.0,12.1,22.1,No,0.0,0.44,63.81521739130435,0.64,0.413,0.35514018691588783
5020,8.3,30.8,0.0,0.0,0.0,NNW,72.0,NE,NNW,4.0,28.0,71.0,39.0,1007.7,1004.8,0.0,0.0,16.9,28.6,No,0.0,0.55,63.81521739130435,0.61,0.413,0.5476190476190477
5023,4.9,28.1,0.0,0.0,0.0,NNW,35.0,NNE,NNW,9.0,17.0,76.0,26.0,1014.8,1010.0,0.0,0.0,14.8,25.2,No,0.0,0.34,63.81521739130435,0.41,0.413,0.35514018691588783
5024,13.3,16.8,5.2,0.0,0.0,WNW,65.0,NW,W,31.0,24.0,70.0,93.0,998.3,1002.7,0.0,0.0,15.0,13.0,Yes,0.0,1.33,63.81521739130435,1.46,0.413,0.9321739130434783
5036,9.2,21.1,1.6,0.0,0.0,W,41.0,WSW,WSW,9.0,24.0,81.0,51.0,1009.9,1010.7,0.0,0.0,13.6,19.9,Yes,0.0,0.63,63.81521739130435,0.8,0.413,0.22748815165876776
5043,14.9,23.1,0.2,0.0,0.0,ESE,31.0,ESE,ESE,11.0,13.0,80.0,95.0,1009.4,1006.2,0.0,0.0,18.6,22.2,No,0.0,1.19,63.81521739130435,1.49,0.413,0.6990291262135923
5044,18.4,29.4,23.8,0.0,0.0,NNW,72.0,NE,NW,35.0,46.0,94.0,68.0,993.3,997.0,0.0,0.0,20.9,27.0,Yes,0.0,0.72,63.81521739130435,1.07,0.413,0.6853146853146853
5045,17.3,30.5,3.8,0.0,0.0,NW,37.0,ENE,N,4.0,20.0,88.0,32.0,1003.3,1001.3,0.0,0.0,18.1,29.5,Yes,0.0,0.36,63.81521739130435,0.5,0.413,0.22748815165876776
5046,15.9,22.9,0.0,0.0,0.0,WNW,54.0,NNW,W,19.0,22.0,79.0,61.0,1001.4,1002.6,0.0,0.0,18.0,20.6,No,0.0,0.77,63.81521739130435,0.96,0.413,0.3586206896551724
5047,14.4,19.9,0.0,0.0,0.0,WNW,26.0,W,SSW,7.0,7.0,94.0,76.0,1006.6,1006.8,0.0,0.0,16.0,18.7,No,0.0,0.81,63.81521739130435,1.19,0.413,0.23243243243243245
5052,13.6,19.4,2.0,1.4,1.0,WSW,26.0,WSW,NE,7.0,6.0,93.0,86.0,1015.9,1011.5,7.0,7.0,16.1,18.7,Yes,1.0,0.92,50.34239130434783,1.71,0.185,0.8609271523178808
5058,11.8,21.3,0.0,2.6,2.1,ENE,13.0,SSW,NE,4.0,6.0,87.0,73.0,1022.2,1017.5,7.0,6.0,15.4,20.5,No,0.86,0.84,50.34239130434783,1.45,0.185,0.334841628959276
5059,13.5,23.5,0.0,0.4,2.7,W,20.0,SE,WSW,2.0,2.0,90.0,65.0,1018.9,1014.8,7.0,7.0,16.9,22.9,No,1.0,0.72,50.34239130434783,1.29,0.185,0.22767857142857142
5063,14.0,18.2,0.0,3.0,0.0,SE,24.0,S,S,6.0,4.0,63.0,87.0,1028.2,1026.5,8.0,8.0,17.2,15.6,No,1.0,1.38,50.34239130434783,1.73,0.185,0.87248322147651
5064,14.3,23.1,12.6,1.4,3.0,E,24.0,SW,ESE,4.0,9.0,87.0,68.0,1027.5,1024.5,7.0,7.0,17.4,21.1,Yes,1.0,0.78,50.34239130434783,1.35,0.185,0.22330097087378642
5065,15.6,23.5,6.0,2.4,6.8,NE,17.0,SW,ENE,4.0,9.0,87.0,60.0,1026.6,1023.5,5.0,3.0,18.1,23.0,Yes,0.6,0.69,50.34239130434783,1.19,0.185,0.3755274261603376
5080,12.6,23.8,0.0,4.0,2.3,NNW,22.0,SSE,NW,2.0,6.0,72.0,63.0,1015.0,1010.5,7.0,7.0,16.6,22.3,No,1.0,0.88,50.34239130434783,1.25,0.185,0.31519274376417233
5081,13.8,19.3,8.6,2.0,10.2,0,0.0,W,WNW,7.0,22.0,67.0,47.0,1009.8,1007.4,5.0,2.0,16.2,17.4,Yes,0.4,0.7,50.34239130434783,0.93,0.185,0.23722627737226276
5102,19.4,21.8,1.0,4.4,0.0,NE,24.0,N,SSW,2.0,6.0,89.0,88.0,1008.3,1007.0,7.0,8.0,21.1,17.1,No,1.14,0.99,50.34239130434783,1.75,0.185,0.8900523560209425
5109,11.9,23.7,0.0,5.8,4.4,NE,20.0,SW,NE,4.0,7.0,68.0,60.0,1027.1,1021.8,6.0,7.0,18.3,21.4,No,1.17,0.88,50.34239130434783,1.19,0.185,0.22767857142857142
5118,15.2,22.2,0.0,5.4,4.4,ENE,37.0,ENE,ENE,17.0,15.0,64.0,70.0,1024.5,1021.0,2.0,7.0,21.9,21.3,No,3.5,1.09,50.34239130434783,1.39,0.185,0.31208053691275167
5119,16.2,23.3,7.2,3.4,2.9,NE,28.0,NE,N,6.0,7.0,79.0,87.0,1020.0,1016.2,6.0,7.0,21.4,19.7,Yes,1.17,1.1,50.34239130434783,1.73,0.185,0.8900523560209425
5127,18.6,22.5,3.0,6.0,0.0,NE,24.0,0,NNE,0.0,7.0,86.0,83.0,1016.9,1011.2,7.0,7.0,20.7,21.8,Yes,1.0,0.97,50.34239130434783,1.65,0.185,0.64
5130,17.6,21.4,0.6,4.4,0.1,WSW,20.0,0,0,0.0,0.0,84.0,79.0,1016.1,1011.6,8.0,7.0,19.7,21.3,No,0.88,0.94,50.34239130434783,1.57,0.185,0.7218543046357616
5131,15.0,24.7,4.6,2.7,11.6,W,39.0,W,W,11.0,20.0,49.0,35.0,1012.7,1008.5,1.0,3.0,19.8,24.1,Yes,3.0,0.71,50.34239130434783,0.7,0.185,0.23722627737226276
5138,17.9,24.1,0.0,7.4,0.6,NNW,35.0,N,NNW,4.0,9.0,57.0,48.0,1009.2,1006.5,7.0,8.0,22.2,21.9,No,1.14,0.84,50.34239130434783,0.95,0.185,0.2354948805460751
5142,18.6,26.7,0.0,5.8,1.0,WNW,76.0,N,NE,2.0,6.0,56.0,87.0,1010.0,1006.6,7.0,8.0,23.7,22.3,No,1.14,1.55,50.34239130434783,1.73,0.185,0.9321739130434783
5148,16.3,25.5,0.0,5.0,6.9,ESE,33.0,SE,ESE,9.0,11.0,58.0,57.0,1020.3,1019.4,4.0,7.0,23.9,21.7,No,1.75,0.98,50.34239130434783,1.13,0.185,0.22767857142857142
5156,17.3,28.3,0.0,9.0,7.5,W,59.0,NNW,NNE,9.0,13.0,49.0,54.0,1015.1,1009.0,6.0,7.0,25.1,26.1,No,1.17,1.1,50.34239130434783,1.07,0.185,0.6691176470588235
5161,18.2,27.6,0.0,9.2,8.1,ENE,31.0,N,NE,9.0,9.0,52.0,62.0,1017.2,1012.0,6.0,7.0,25.0,24.4,No,1.17,1.19,50.34239130434783,1.23,0.185,0.22767857142857142
5171,20.8,26.3,1.4,5.2,2.4,SE,17.0,SSW,NE,2.0,7.0,78.0,88.0,1011.1,1007.3,7.0,6.0,22.8,23.0,Yes,0.86,1.13,50.34239130434783,1.75,0.185,0.8900523560209425
5178,22.6,32.5,0.0,9.0,9.6,NE,28.0,NNE,NNE,7.0,13.0,56.0,57.0,1014.2,1010.0,3.0,8.0,28.5,28.9,No,2.67,1.02,50.34239130434783,1.13,0.185,0.31519274376417233
5180,21.2,32.5,3.6,8.6,11.8,ESE,22.0,NW,ENE,7.0,9.0,61.0,57.0,1009.1,1004.6,6.0,2.0,27.2,29.8,Yes,0.33,0.93,50.34239130434783,1.13,0.185,0.23722627737226276
5182,23.0,31.6,0.0,6.0,4.1,SSE,44.0,NNE,ENE,7.0,7.0,66.0,82.0,1009.7,1005.1,7.0,8.0,27.9,26.2,No,1.14,1.24,50.34239130434783,1.63,0.185,0.7218543046357616
5183,21.7,36.0,19.6,8.8,0.0,N,33.0,NW,NE,2.0,11.0,69.0,58.0,1004.3,999.1,7.0,6.0,28.0,30.8,Yes,0.86,0.84,50.34239130434783,1.15,0.185,0.23722627737226276
5196,22.0,27.0,0.0,0.0,3.3,ENE,30.0,ESE,ENE,15.0,11.0,67.0,60.0,1016.2,1014.4,7.0,8.0,25.2,24.7,No,1.14,0.9,50.34239130434783,1.19,0.185,0.22767857142857142
5200,19.9,31.3,0.0,9.0,9.3,SSE,43.0,N,NNE,6.0,9.0,43.0,56.0,1011.8,1007.6,1.0,7.0,27.3,27.1,No,7.0,1.3,50.34239130434783,1.11,0.185,0.31519274376417233
5201,19.2,30.2,16.6,6.4,10.8,NNE,39.0,NNW,NE,7.0,17.0,53.0,60.0,1012.5,1006.2,4.0,4.0,27.2,27.7,Yes,1.0,1.13,50.34239130434783,1.19,0.185,0.23722627737226276
5204,20.2,30.3,21.2,10.4,12.6,NE,31.0,NE,NE,6.0,13.0,61.0,65.0,1015.8,1012.8,2.0,2.0,28.4,28.9,Yes,1.0,1.07,50.34239130434783,1.29,0.185,0.23684210526315788
5206,23.2,33.8,5.4,10.0,6.6,ENE,28.0,NNE,ENE,9.0,11.0,69.0,56.0,1016.4,1009.1,6.0,6.0,27.5,31.6,Yes,1.0,0.81,50.34239130434783,1.11,0.185,0.23722627737226276
5207,22.8,31.3,11.0,7.8,3.4,SE,24.0,NNW,ENE,7.0,9.0,69.0,68.0,1013.4,1010.3,8.0,7.0,25.7,28.9,Yes,0.88,0.99,50.34239130434783,1.35,0.185,0.23684210526315788
5208,22.7,28.4,20.4,7.8,1.1,NE,24.0,ENE,NE,4.0,7.0,82.0,77.0,1012.6,1007.4,8.0,7.0,24.6,26.8,Yes,0.88,0.94,50.34239130434783,1.53,0.185,0.640074211502783
5209,23.8,28.6,3.2,3.0,0.6,W,28.0,W,WNW,7.0,9.0,67.0,62.0,1009.3,1009.5,6.0,6.0,25.9,26.2,Yes,1.0,0.93,50.34239130434783,1.23,0.185,0.23722627737226276
5217,22.4,31.0,0.0,8.0,12.3,NE,31.0,NNW,NNE,11.0,11.0,50.0,54.0,1013.1,1009.4,1.0,4.0,28.1,29.1,No,4.0,1.08,50.34239130434783,1.07,0.185,0.31519274376417233
5218,23.9,32.3,1.6,9.2,6.8,SE,41.0,SW,S,4.0,22.0,60.0,70.0,1013.1,1013.5,6.0,6.0,27.4,25.1,Yes,1.0,1.17,50.34239130434783,1.39,0.185,0.23684210526315788
5221,22.1,34.1,0.0,7.0,8.8,WSW,26.0,NW,NE,6.0,11.0,55.0,57.0,1012.2,1008.6,3.0,7.0,29.5,31.0,No,2.33,1.04,50.34239130434783,1.13,0.185,0.31519274376417233
5225,20.6,27.5,0.0,8.0,0.1,ENE,24.0,SE,ENE,13.0,11.0,75.0,65.0,1016.7,1015.6,8.0,7.0,23.3,25.0,No,0.88,0.87,50.34239130434783,1.29,0.185,0.22767857142857142
5226,18.5,29.3,6.0,4.0,9.6,ENE,31.0,E,E,13.0,15.0,55.0,69.0,1016.6,1014.5,4.0,7.0,27.1,25.3,Yes,1.75,1.25,50.34239130434783,1.37,0.185,0.23684210526315788
5233,20.3,25.9,1.8,0.0,0.0,SSE,43.0,S,SE,17.0,22.0,73.0,64.0,1019.6,1017.6,4.0,8.0,23.3,25.5,Yes,2.0,0.88,60.863013698630134,1.05,0.219,0.23684210526315788
5234,19.6,26.5,2.6,0.0,0.0,SE,46.0,S,SE,19.0,24.0,82.0,68.0,1020.3,1017.3,8.0,8.0,21.7,24.6,Yes,1.0,0.83,60.863013698630134,1.12,0.219,0.23684210526315788
5235,19.1,26.5,0.4,0.0,0.0,S,31.0,SE,SSW,17.0,4.0,77.0,65.0,1017.8,1014.3,3.0,8.0,22.7,25.7,No,2.67,0.84,60.863013698630134,1.07,0.219,0.22767857142857142
5245,20.0,23.0,8.8,6.6,0.0,SSE,52.0,SSE,S,20.0,19.0,91.0,79.0,1018.0,1015.1,8.0,7.0,21.4,22.6,Yes,0.88,0.87,60.863013698630134,1.3,0.219,0.7555555555555555
5246,17.0,24.0,3.2,3.8,0.0,SSE,41.0,SSE,SE,20.0,17.0,83.0,79.0,1015.0,1011.9,8.0,8.0,20.4,22.9,Yes,1.0,0.95,60.863013698630134,1.3,0.219,0.640074211502783
5247,17.2,24.6,0.2,0.0,0.0,S,28.0,SE,NE,7.0,13.0,81.0,68.0,1014.4,1011.2,7.0,7.0,20.0,23.9,No,1.0,0.84,60.863013698630134,1.12,0.219,0.22767857142857142
5248,19.9,27.6,0.0,0.0,0.0,S,33.0,SSE,SE,15.0,22.0,77.0,68.0,1014.7,1011.5,8.0,7.0,20.9,24.3,No,0.88,0.88,60.863013698630134,1.12,0.219,0.22767857142857142
5249,20.0,28.0,6.2,9.2,0.0,E,44.0,E,SSE,20.0,11.0,97.0,67.0,1016.8,1013.7,8.0,8.0,22.8,27.0,Yes,1.0,0.69,60.863013698630134,1.1,0.219,0.6138613861386139
5250,22.0,24.0,17.6,4.4,0.0,E,33.0,E,NW,15.0,11.0,95.0,98.0,1016.3,1014.2,8.0,8.0,24.3,23.6,Yes,1.0,1.03,60.863013698630134,1.61,0.219,0.8900523560209425
5251,22.0,27.0,32.2,2.0,0.0,SE,33.0,SSE,SE,15.0,13.0,91.0,87.0,1017.2,1014.7,8.0,7.0,23.7,25.0,Yes,0.88,0.96,60.863013698630134,1.43,0.219,0.8609271523178808
5252,22.0,27.0,9.2,2.4,0.0,SE,33.0,S,SSE,17.0,13.0,89.0,80.0,1016.4,1013.8,8.0,8.0,23.7,26.3,Yes,1.0,0.9,60.863013698630134,1.31,0.219,0.64
5253,21.6,27.8,2.6,0.0,0.0,SE,31.0,SSE,SE,17.0,20.0,80.0,60.0,1016.5,1013.3,1.0,0.0,23.5,27.2,Yes,0.0,0.75,60.863013698630134,0.99,0.219,0.3755274261603376
5258,20.3,27.7,0.0,0.0,0.0,SSE,48.0,SSE,SSE,26.0,30.0,72.0,66.0,1016.7,1014.9,8.0,8.0,24.0,25.2,No,1.0,0.92,60.863013698630134,1.08,0.219,0.31208053691275167
5263,20.0,27.0,0.0,5.356814357823893,0.0,SE,30.0,S,ESE,17.0,17.0,76.0,65.0,1015.8,1012.9,6.0,8.0,23.2,25.5,No,1.33,0.86,60.863013698630134,1.07,0.219,0.22767857142857142
5265,19.0,27.0,0.0,4.0,0.0,SE,30.0,SSE,NNE,17.0,11.0,80.0,57.0,1014.1,1010.9,0.0,0.0,23.6,25.7,No,0.0,0.71,60.863013698630134,0.94,0.219,0.35514018691588783
